AreaName,Year,GroupName,SubGroupName,AutoTheftCoordinatedTraced,AutoTheftRecovered,AutoTheftStolen,SuccessRate
Daman & Diu,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,11,24,0.458333333
Delhi,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,754,5936,0.127021563
Goa,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,67,213,0.314553991
Gujarat,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,637,1972,8976,0.21969697
Haryana,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,300,1618,5779,0.279979235
Himachal Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,23,48,153,0.31372549
Jammu & Kashmir,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,78,430,0.181395349
Jharkhand,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,280,2156,0.12987013
Karnataka,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,313,1679,7552,0.222325212
Kerala,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,40,423,1329,0.318284424
Lakshadweep,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,1,1,1
Madhya Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1997,10088,0.19795797
Maharashtra,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,693,2803,13589,0.206269777
Manipur,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10,5,232,0.021551724
Meghalaya,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,7,47,0.14893617
Mizoram,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,19,25,0.76
Nagaland,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,7,121,0.05785124
Odisha,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,582,1771,0.328627894
Puducherry,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,147,418,0.351674641
Punjab,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,426,463,1307,0.354246366
Rajasthan,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,250,1216,7837,0.155161414
Sikkim,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,1,1,1
Tamil Nadu,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2035,2672,3424,0.780373832
Tripura,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,15,54,0.277777778
Uttar Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,209,1702,8419,0.202161777
Uttarakhand,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,127,506,0.250988142
West Bengal,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,356,2158,0.164967563
Andaman & Nicobar Islands,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,8,9,0.888888889
Andhra Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,659,3625,7244,0.500414136
Arunachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,30,83,0.361445783
Assam,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,43,214,1135,0.188546256
Bihar,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,118,338,3200,0.105625
Chandigarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,199,648,0.307098765
Chhattisgarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,582,1882,0.309245484
Dadra & Nagar Haveli,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2,10,0.2
Daman & Diu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,27,0.185185185
Delhi,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,438,1164,7843,0.148412597
Goa,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,71,310,0.229032258
Gujarat,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,918,2445,9821,0.248956318
Haryana,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,307,1727,6070,0.284514003
Himachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12,56,129,0.434108527
Jammu & Kashmir,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,73,362,0.201657459
Jharkhand,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,477,2168,0.22001845
Karnataka,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,227,2263,9724,0.232723159
Kerala,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,24,550,1498,0.367156208
Lakshadweep,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Madhya Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2027,9826,0.206289436
Maharashtra,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1083,3731,14723,0.253413027
Manipur,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,5,253,0.019762846
Meghalaya,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,7,99,0.070707071
Mizoram,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26,26,33,0.787878788
Nagaland,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,83,0.108433735
Odisha,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,108,571,2081,0.274387314
Puducherry,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,77,243,487,0.498973306
Punjab,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,215,764,1746,0.437571592
Rajasthan,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,374,1507,9787,0.153979769
Sikkim,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Tamil Nadu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2800,3571,4865,0.734018499
Tripura,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,24,63,0.380952381
Uttar Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,212,1718,11181,0.153653519
Uttarakhand,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,193,556,0.347122302
West Bengal,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,265,477,3034,0.157218194
Andaman & Nicobar Islands,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,12,21,0.571428571
Andhra Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,648,4298,6116,0.702746893
Arunachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,44,133,0.330827068
Assam,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26,126,458,0.27510917
Bihar,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,324,3575,0.090629371
Chandigarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,178,536,0.332089552
Chhattisgarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,508,1848,0.274891775
Dadra & Nagar Haveli,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,8,23,0.347826087
Daman & Diu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,25,0.36
Delhi,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,58,1225,9085,0.134837644
Goa,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,125,337,0.370919881
Gujarat,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,724,2122,8403,0.252528859
Haryana,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,513,2248,8687,0.258777484
Himachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,48,137,0.350364964
Jammu & Kashmir,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,94,510,0.184313725
Jharkhand,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,27,373,2268,0.164462081
Karnataka,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,263,2732,9001,0.303521831
Kerala,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,495,1142,0.433450088
Madhya Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,196,2339,10870,0.215179393
Maharashtra,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,932,3791,15126,0.250628058
Manipur,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12,12,236,0.050847458
Meghalaya,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,21,99,0.212121212
Mizoram,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,30,30,38,0.789473684
Nagaland,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,12,140,0.085714286
Odisha,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,673,2250,0.299111111
Puducherry,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,156,156,371,0.420485175
Punjab,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,390,812,1572,0.51653944
Rajasthan,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,791,1715,11199,0.153138673
Sikkim,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,6,0.666666667
Tamil Nadu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2368,3234,4791,0.675015654
Tripura,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,21,43,0.488372093
Uttar Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,394,1921,13168,0.145883961
Uttarakhand,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,203,727,0.279229711
West Bengal,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,41,491,3539,0.138739757
Andhra Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31,124,309,0.401294498
Arunachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,9,0.666666667
Assam,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,15,0.266666667
Bihar,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,43,175,0.245714286
Chandigarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,90,206,0.436893204
Chhattisgarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,47,105,0.447619048
Dadra & Nagar Haveli,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Delhi,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,113,1151,4075,0.282453988
Goa,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,16,23,0.695652174
Gujarat,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,36,130,460,0.282608696
Haryana,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32,457,843,0.542111507
Himachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,60,87,0.689655172
Jammu & Kashmir,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,55,169,0.325443787
Jharkhand,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,7,16,0.4375
Karnataka,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,43,183,597,0.306532663
Kerala,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,17,132,499,0.264529058
Madhya Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,118,289,0.408304498
Maharashtra,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,466,595,1960,0.303571429
Manipur,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,6,0.166666667
Meghalaya,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,20,0.2
Mizoram,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,5,5,1
Nagaland,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,64,0.21875
Odisha,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,15,43,0.348837209
Puducherry,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,1,3,0.333333333
Punjab,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,94,184,502,0.366533865
Rajasthan,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,160,570,0.280701754
Sikkim,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,4,0.5
Tamil Nadu,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,126,197,0.639593909
Uttar Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,366,1565,0.233865815
Uttarakhand,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,31,132,0.234848485
West Bengal,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,251,499,0.503006012
Andhra Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,117,190,0.615789474
Arunachal Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,2,1
Assam,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,22,0.318181818
Bihar,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,57,122,0.467213115
Chandigarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,101,286,0.353146853
Chhattisgarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,45,128,0.3515625
Dadra & Nagar Haveli,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,6,0.166666667
Daman & Diu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,4,0.75
Delhi,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,102,880,3632,0.242290749
Goa,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,5,8,0.625
Gujarat,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,29,172,565,0.304424779
Haryana,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,410,780,0.525641026
Himachal Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8,41,67,0.611940299
Jammu & Kashmir,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,95,308,0.308441558
Jharkhand,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,43,104,0.413461538
Karnataka,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32,153,523,0.292543021
Kerala,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,207,623,0.332263242
Madhya Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,126,318,0.396226415
Maharashtra,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,68,497,1931,0.257379596
Manipur,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,16,0.25
Meghalaya,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,20,0.2
Mizoram,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,11,11,1
Nagaland,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,50,0.12
Odisha,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,19,45,0.422222222
Puducherry,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,5,0.8
Punjab,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,171,236,477,0.49475891
Rajasthan,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19,178,594,0.2996633
Sikkim,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,5,5,1
Tamil Nadu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,120,158,0.759493671
Tripura,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Uttar Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,440,1385,0.317689531
Uttarakhand,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,33,97,0.340206186
West Bengal,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,211,586,0.360068259
Andaman & Nicobar Islands,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Andhra Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,127,366,0.346994536
Arunachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Assam,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,67,210,0.319047619
Bihar,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,32,118,0.271186441
Chandigarh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,149,284,0.524647887
Chhattisgarh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,45,101,0.445544554
Dadra & Nagar Haveli,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,4,1
Daman & Diu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Delhi,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,184,625,3626,0.172366244
Goa,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,8,0.25
Gujarat,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,52,370,661,0.559757943
Haryana,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,33,363,784,0.463010204
Himachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,48,92,0.52173913
Jammu & Kashmir,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,53,206,0.257281553
Jharkhand,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,66,191,0.345549738
Karnataka,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,116,351,0.33048433
Kerala,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,170,512,0.33203125
Madhya Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,379,714,0.530812325
Maharashtra,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,170,446,1855,0.240431267
Manipur,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,13,0.538461538
Meghalaya,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,9,61,0.147540984
Mizoram,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,20,20,1
Nagaland,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,15,0.266666667
Odisha,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,22,66,0.333333333
Puducherry,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,7,0.142857143
Punjab,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,105,169,457,0.369803063
Rajasthan,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,23,186,665,0.279699248
Sikkim,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,3,1
Tamil Nadu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54,109,166,0.656626506
Tripura,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Uttar Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,400,1162,0.344234079
Uttarakhand,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,34,80,0.425
West Bengal,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,115,168,392,0.428571429
Andhra Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,38,182,414,0.439613527
Arunachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Assam,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,52,249,0.208835341
Bihar,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,32,185,0.172972973
Chandigarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,98,289,0.339100346
Chhattisgarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,22,56,0.392857143
Dadra & Nagar Haveli,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,5,0.4
Daman & Diu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Delhi,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,178,647,3850,0.168051948
Goa,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,9,0.444444444
Gujarat,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46,217,596,0.36409396
Haryana,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,379,929,0.407965554
Himachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,45,108,0.416666667
Jammu & Kashmir,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,46,179,0.25698324
Jharkhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,43,104,0.413461538
Karnataka,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,203,872,0.232798165
Kerala,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,208,437,0.47597254
Madhya Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,160,484,0.330578512
Maharashtra,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,44,564,2136,0.264044944
Manipur,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Meghalaya,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,23,91,0.252747253
Mizoram,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Nagaland,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,10,49,0.204081633
Odisha,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,13,21,0.619047619
Puducherry,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,4,0.5
Punjab,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,108,160,440,0.363636364
Rajasthan,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,266,859,0.309662398
Sikkim,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,3,1
Tamil Nadu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,71,95,128,0.7421875
Tripura,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,4,1
Uttar Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,60,343,1793,0.191299498
Uttarakhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,18,74,0.243243243
West Bengal,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,104,250,0.416
Andhra Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,126,347,0.363112392
Arunachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Assam,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,72,247,0.291497976
Bihar,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,83,0.253012048
Chandigarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,64,201,0.31840796
Chhattisgarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,47,83,0.56626506
Dadra & Nagar Haveli,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,3,0.333333333
Daman & Diu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,4,0.25
Delhi,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,85,784,3515,0.223044097
Goa,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,9,31,0.290322581
Gujarat,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,158,629,0.251192369
